name,surname,birthday,university,,,,,,,,,,,,,,,,,,,,,,
Derek,Newton,1994-04-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cody,Calderon,1994-01-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Larissa,Ewing,1996-10-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rowan,Harding,1993-03-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cristopher,Hoover,1992-01-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Camille,Frazier,1997-05-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Zaria,Hall,1995-01-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Liv,Gardner,1996-08-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Matthew,Ferguson,1995-11-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Matthias,Reynolds,1996-05-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Giovanni,Wade,1993-07-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kason,Frank,1996-02-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Emilie,Gardner,1994-02-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ralph,Burton,1993-04-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ean,Cooke,1997-04-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mohammad,Tillman,1998-10-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jerome,Tran,1993-09-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lillie,Owen,1992-08-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lorelai,Lynn,1995-10-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ashley,Figueroa,1995-02-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Annabelle,Hickman,1998-09-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Julien,Gross,1993-06-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jada,Mccray,1992-09-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Steven,Harding,1997-10-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Julien,Kidd,1993-07-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Analia,Black,1992-10-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Marcos,Morse,1997-03-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Elvis,Parrish,1998-10-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bryant,Hahn,1998-05-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mekhi,Reid,1998-06-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ulises,Kennedy,1996-05-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dorothy,Dillon,1998-10-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Luka,Welch,1998-02-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Yareli,Duran,1994-08-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Amaya,Mercado,1992-12-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Calvin,Holmes,1996-07-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Braydon,Dunlap,1998-03-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Delilah,Chen,1993-04-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rodolfo,Singleton,1998-02-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alisson,Talley,1997-07-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Reese,Hoover,1997-05-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Elin,Guerra,1997-06-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Abbey,Wheeler,1994-04-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Devon,Holt,1996-01-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Luca,Hopkins,1992-04-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gustavo,Hooper,1992-04-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dawson,Patterson,1997-10-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kade,Kirk,1996-09-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Giovanny,Torres,1994-05-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Xander,Hansen,1997-11-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Paulina,Hansen,1997-05-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Luciana,Vaughan,1997-07-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Stephen,Holman,1994-08-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Salvatore,Farmer,1994-04-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Quinten,Spencer,1997-01-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ayden,Boyle,1992-04-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Curtis,Hughes,1997-01-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jaida,Bradshaw,1996-05-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ashlynn,Franco,1992-03-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mauricio,Blake,1995-05-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Haylee,Hart,1998-03-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Solomon,Mullins,1997-02-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Peyton,Snow,1997-01-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kayden,Baird,1996-11-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ainsley,Hendrix,1995-02-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bryanna,Barrett,1993-07-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Zayne,Marquez,1992-06-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Katherine,Wagner,1993-08-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Anders,Oneill,1995-03-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Amanda,Steele,1997-04-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Hailey,Steele,1995-06-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jairo,Jefferson,1994-01-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Regan,Wolfe,1995-04-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alexis,Lynch,1995-01-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Danny,Valdez,1995-02-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Amara,Thomas,1993-03-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Emilio,Guzman,1994-06-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alexia,Miller,1996-10-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Corinne,Callahan,1998-07-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Eve,Stokes,1996-10-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kellan,Watson,1992-01-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Franco,Dorsey,1998-04-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nicole,Stewart,1996-08-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brock,Boyer,1995-10-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Conner,Burks,1995-11-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Colten,Rollins,1993-07-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
London,Mccarthy,1998-01-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Elias,Ewing,1994-08-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kara,Petersen,1993-02-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Carla,Vega,1995-03-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Keyon,Mayer,1997-02-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Angelina,Hamilton,1997-06-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Amalia,Gallegos,1997-05-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Meadow,Mccoy,1993-12-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Barrett,Mills,1996-03-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Pierce,Hester,1992-05-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Shane,Cherry,1993-01-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Grady,Soto,1995-05-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Phillip,Murray,1996-03-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Grant,Hebert,1996-04-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lucia,Clarke,1993-01-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cale,Carey,1996-12-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Haylie,Shepherd,1997-02-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Julian,Cunningham,1996-09-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Demi,Boone,1996-04-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Eleanor,Larsen,1994-03-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Janet,Knapp,1995-01-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dominick,Mercer,1996-05-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jayden,Aguilar,1998-09-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Matthew,Rosario,1998-12-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lilia,Meadows,1996-05-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cade,Bowen,1993-03-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kyndall,Booth,1995-04-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Terrence,Cook,1993-03-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Trevon,Charles,1995-04-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ellis,Stark,1995-02-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Warren,Wolfe,1992-05-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Josie,Talley,1997-06-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Blaise,White,1992-08-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maleah,Haney,1992-04-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bentley,Walter,1995-08-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jakayla,Swanson,1992-11-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lola,Perez,1995-04-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Corban,Sherman,1994-05-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ruth,Odonnell,1995-08-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
London,Stark,1997-06-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Joey,Wood,1995-03-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jaron,Kirby,1995-01-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maurice,Ferrell,1997-03-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Pearl,Robles,1998-01-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Harvey,Love,1995-10-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Fabian,Calderon,1996-08-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Danna,Weaver,1993-11-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jasmine,Juarez,1996-11-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mattie,Mullins,1994-01-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jayden,Burton,1994-07-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Leonardo,Knight,1998-11-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Soren,Riley,1998-04-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maxwell,Holloway,1998-10-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Esmeralda,Rose,1997-01-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Wendy,Hickman,1998-10-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
James,Avery,1996-09-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Madilyn,Chavez,1994-07-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aiyana,Blankenship,1992-12-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Johan,Kelly,1996-12-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rachel,Griffith,1996-07-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bowen,Harrington,1996-12-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sidney,Edwards,1992-05-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Hendrix,Hughes,1993-12-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aviana,Reeves,1995-05-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jaydon,Hartman,1998-02-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lennon,Cline,1992-12-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kyndall,Powers,1997-08-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Darwin,Patterson,1993-10-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maya,Waller,1995-12-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maddison,Hernandez,1995-11-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Taliyah,Rowland,1995-09-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Danielle,Justice,1993-05-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ethan,Good,1994-08-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Chanel,Wallace,1992-10-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Adyson,Clayton,1998-01-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aryan,Mendez,1994-09-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Anna,Flynn,1995-09-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Raelyn,Garza,1993-09-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Desmond,Gamble,1997-07-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kason,Watts,1993-11-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Elliana,Ferguson,1996-01-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Otto,Higgins,1992-08-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Thalia,Gonzalez,1993-06-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maia,Vaughan,1993-01-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Melina,Justice,1995-03-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Eden,Herrera,1996-12-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
April,Massey,1998-09-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Laila,Hatfield,1996-04-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Hudson,Skinner,1992-06-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Riley,Blankenship,1993-08-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rodolfo,Hernandez,1997-02-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kason,Morris,1998-04-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lilian,Parsons,1996-04-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Davon,Valencia,1994-04-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Edith,Dyer,1993-11-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kaelyn,Harding,1995-03-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lewis,Frye,1995-05-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Anika,Dickerson,1998-03-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jeffery,Alston,1996-09-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jordan,Lott,1994-09-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Janelle,Beasley,1994-09-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Carlee,Howe,1992-07-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Drew,Foley,1997-07-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Javion,Sampson,1993-11-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gaige,Wilkinson,1993-06-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Skylar,Young,1997-05-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Carlee,Davenport,1994-03-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Renata,Kidd,1998-02-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Silas,Terrell,1997-02-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Melvin,Cannon,1995-10-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Emery,Hunt,1998-07-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nathaly,Head,1992-11-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Justus,Best,1997-10-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Quentin,Camacho,1997-09-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Elin,Wynn,1994-03-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Samuel,Marks,1992-01-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sage,Case,1998-02-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Julian,Warren,1996-12-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Connor,Davenport,1997-05-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alfonso,Johns,1997-04-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nehemiah,Gallegos,1997-06-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ava Danica,Alimurong,1990-01-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Deanne Cayne,Baldemor,1990-03-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Karl Mikhail,Baluca,1992-02-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Yuri,Banawa,1990-05-09,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Veeyay Rexel,Banda,1990-08-05,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Laurence Daryl,Barin,1990-08-07,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Renzell David,Barros,1992-03-07,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Vincent Ulap,Camilon,1992-03-16,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Raffy,Cañares,1990-10-31,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Neil Cydric,Capistrano,1990-09-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Paula Andrea,Casas,1992-04-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Bianca Marie,Cauyao,1992-08-29,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
George Jose,Cayabyab,1990-09-30,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Aztec Daniel,Centeno,1992-10-25,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Ramon Jericho,Cereno Iv,1990-11-06,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Ralph Reinier,Cobankiat,1992-11-06,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Dominique,Dagunton,1991-02-16,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Alvin,De Guzman,1991-06-24,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Kevin Michael,Dela Cruz,1993-01-26,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Gian Bernnice,Diaz,1991-07-21,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Jonas Lanz,Divinagracia,1993-02-17,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Kurt Ryu Josef,Ebol,1991-11-06,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Alexander Jr.,Espiritu,1991-12-17,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Francis John,Fernandez,1991-12-19,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Markus Luis,Flores,1993-04-20,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Antonio Jorge,Francisco,1992-03-30,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Paul Armand,Galang,1992-04-12,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Lorenzo,Gellada,1993-06-13,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Reynaldo Miguel,Isidro,1992-04-16,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Timothy Lawrence,Isleta,1992-06-10,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Paul Jason,Jarina,1993-07-03,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Hannie Rachel,King,1993-12-16,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Juliano,Laguio,1992-07-10,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Ana Francesca,Laid,1994-04-26,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Christian Jasper,Lariza,1994-11-16,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Karmela Louise,Libed,1993-09-14,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Aldrich,Limheya,1990-04-22,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Julia Anastasha,Lopez-pozas,1990-05-13,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Aliana,Magtoto,1993-11-22,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Karl Isaac,Malabuyo,1993-11-26,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Jose Gabriel,Mariano,1990-07-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Frances Adrianne,Medina,1994-04-23,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Lourdes,Mendoza,1992-09-24,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Ronnel,Mendoza,1994-12-23,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
John Carlo,Metharam,1990-09-23,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
John Christian,Miguel,1991-01-31,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Ieko Lo,Molina,1990-06-07,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Gienoe,Oblepias,1990-10-07,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Kim,Oñate,1990-12-11,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Jan Pauline Mae,Ordones,1990-11-09,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Jushmel,Panaligan,1991-03-17,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Richard Lance,Parayno,1991-03-30,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Ralitsa Edna,Payumo,1991-05-16,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Sean,Perez,1991-07-29,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Daniel,Ranario,1991-08-25,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Christian Glenn,Reyes,1991-05-11,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Julienne Michaela,Ricafort,1991-10-07,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Timothy Pierce,Samontina,1991-11-08,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Elijah,San Pedro,1993-01-20,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Christin,Santos,1990-01-12,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Rafael Santiago,Sayson,1990-02-03,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Christian Erin Faith,Silan,1990-03-31,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Maria Geraldine,Songco,1990-04-17,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Angel Phonzo,Tan,1990-04-22,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Arvin Lauren,Tan,1990-05-13,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Carl Aaron,Tan,1993-07-14,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Cathrina Eloisa,Tan,1993-08-28,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,Tan,1994-01-31,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Marc Glennrick,Tanenggee,1991-10-20,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Denmark,Tayong,1994-03-19,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Darrell Dane,Tin,1994-06-17,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Manuel Carl,Toleran Jr.,1991-11-20,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Robin,Young,1992-01-23,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
Abigail,Zamora,1994-06-20,De La Salle University,,,,,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,
